Ingredient,Calories,Protein,Fat,Saturated Fat,Monounsaturated Fat,Polyunsaturated Fat,Carbohydrates,Fiber,Sugars,Calcium,Iron,Magnesium,Phosphorus,Potassium,Sodium,Zinc,Copper,Manganese,Selenium,Vitamin A,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Thiamin,Riboflavin,Niacin,Vitamin B6,Folate,Vitamin B12,Pantothenic Acid,Choline,Omega-3 Fatty Acids,Omega-6 Fatty Acids,Cholesterol,Menu Type,Day,Meal
5 pancakes,454.0,12.8,19.4,4.244,4.948,8.894,56.6,,,438.0,3.6,32.0,318.0,264.0,878.0,1.12,0.098,0.4,29.8,392,0.6,N/A,N/A,N/A,0.402,0.562,3.134,0.092,76.0,0.44,0.81,N/A,N/A,N/A,118.0,Fast Food,Day 6,Breakfast - Pancakes with Maple Syrup
30 ml maple syrup,104.67,0.02,0.02,0.0028,0.0044,0.0068,26.99,0.0,24.34,41.0644,0.0443,8.4544,0.8052,85.3495,4.83,0.5918,0.0073,1.1707,0.2416,0,0,0,0,0,0.0266,0.5113,0.0326,0.0008,0.0,0.0,0.0145,0.6442,N/A,N/A,0.0,Fast Food,Day 6,Breakfast - Pancakes with Maple Syrup
300 ml orange juice,141.51,2.2,0.63,0.0755,0.1132,0.1258,32.7,0.63,26.42,34.5912,0.6289,34.5912,53.4591,628.9308,3.14,0.1572,0.1384,0.044,0.3145,628.9308,157.2327,0,0.1258,0.3145,0.283,0.0943,1.2579,0.1258,94.3396,0.0,0.5975,19.4969,N/A,N/A,0.0,Fast Food,Day 6,Breakfast - Pancakes with Maple Syrup
1 small cappuccino,119.7,7.62,4.64,2.9299,1.281,0.2215,11.97,0.0,11.57,275.684,0.1227,72.5225,214.594,388.33,115.8,1.1276,0.0433,0.0616,5.7188,434.625,0.5759,112.0875,0.0746,0.5167,0.0898,0.528,3.293,0.0881,12.0295,1.2124,0.8309,39.0542,0.0183,N/A,18.3,Fast Food,Day 6,Snack
1 small blueberry muffin,247.5,2.96,10.61,1.877,3.1825,5.348,34.98,0.73,20.77,29.04,0.858,6.6,96.36,79.86,221.76,0.2442,0.0396,0.2963,5.412,48.18,0.594,2.64,1.0758,25.872,0.1109,0.1076,0.9359,0.0264,31.68,0.1056,0.3102,61.05,0.6745,0,19.8,Fast Food,Day 6,Snack
1 quarter pounder with cheese,141.4,8.0,11.66,6.6035,3.2361,0.4974,1.08,0.0,0.17,248.5,0.049,9.45,159.25,26.6,228.55,1.274,0.0105,0.0095,9.975,434.7,0,8.4,0.2485,0.84,0.0102,0.1498,0.0207,0.0231,9.45,0.385,0.1435,5.775,N/A,N/A,34.65,Fast Food,Day 6,Lunch - Quarter Pounder with Cheese and Side Salad
1 cup side salad,85.12,2.16,7.2,1.767,4.2892,0.7343,3.67,1.6,1.73,62.3218,0.7042,12.5558,48.7546,203.0862,101.21,0.3782,0.0409,0.123,1.8416,6394.344,4.3959,1.2999,0.9852,67.2878,0.0543,0.0699,0.3041,0.0684,86.0163,0.0596,0.1441,8.4504,N/A,N/A,5.36,Fast Food,Day 6,Lunch - Quarter Pounder with Cheese and Side Salad
1 piece cheese quesadilla,184.0,7.97,11.54,5.7795,3.181,0.9855,12.06,0.85,1.11,215.0,0.76,12.0,173.5,51.0,350.5,1.08,0.0345,0.1395,11.65,259,N/A,N/A,0.305,N/A,0.1115,0.1615,0.9865,0.0375,26.0,0.495,0.1885,N/A,0.078,0.0005,26.0,Fast Food,Day 6,Supper - Cheese Quesadilla with Guacamole and Chips
150 g guacamole and chips,463.91,6.64,25.67,3.512,10.7807,9.1925,56.62,8.66,0.99,88.9928,1.5579,82.4896,204.5595,488.7217,565.54,1.4905,0.19,0.3952,4.1422,146.6705,8.2777,0,3.9832,31.4082,0.1569,0.1506,1.9289,0.3338,70.1436,0.2664,1.2168,24.3908,0.2451,0.003,0.0,Fast Food,Day 6,Supper - Cheese Quesadilla with Guacamole and Chips
1 ham sandwich,409.3,22.49,13.89,3.6575,5.1104,4.1917,47.71,4.56,6.02,158.7589,4.3836,48.0284,235.6406,500.3183,1478.98,1.933,0.1975,1.0294,38.2716,2698.1842,8.6476,24.9853,0.6226,38.7837,1.0266,0.387,6.8304,0.4025,143.5313,0.3627,0.9134,89.5848,0.4049,0.001,50.4,Fast Food,Day 7,Breakfast - Ham Sandwich
200 ml apple juice,96.44,0.21,0.27,0.0461,0.0126,0.0818,23.69,0.42,20.17,16.7715,0.2516,10.4822,14.6751,211.74,8.39,0.0419,0.0252,0.1551,0.2096,2.0964,80.7128,0,0.021,0,0.044,0.0356,0.153,0.0377,0.0,0.0,0.1027,3.7736,N/A,N/A,0.0,Fast Food,Day 7,Breakfast - Ham Sandwich
200 ml latte,80.1,5.17,3.13,1.9799,0.8717,0.1368,7.89,0.0,7.88,187.3048,0.0639,37.2667,144.9768,246.8906,76.69,0.7598,0.0219,0.0344,3.8917,295.7685,0.3617,76.2772,0.0492,0.3365,0.061,0.3326,1.4543,0.0597,8.0352,0.825,0.5612,26.1842,0.0125,N/A,12.45,Fast Food,Day 7,Snack
1 chocolate donut,333.6,3.6,15.92,4.1056,9.0224,1.9816,45.92,1.76,25.54,170.4,1.816,27.2,129.6,84.8,172.0,0.456,0.1528,0.296,3.28,31.2,0.08,0,0.168,7.84,0.036,0.056,0.376,0.0216,36.0,0.08,0.2736,23.28,N/A,N/A,45.6,Fast Food,Day 7,Snack
1 Big Mac,562.83,25.89,32.76,8.3286,7.6081,0.6701,43.98,3.5,8.69,254.04,4.38,43.8,267.18,396.39,1007.4,4.1829,0.2146,0.4511,N/A,411.72,0.876,N/A,N/A,N/A,0.3854,0.4577,7.411,N/A,100.74,1.9272,N/A,N/A,N/A,N/A,78.84,Fast Food,Day 7,Lunch - Big Mac
2 slices of pepperoni pizza,552.72,23.01,23.34,9.9803,7.5519,4.0454,62.68,4.51,6.39,299.88,4.9392,47.04,388.08,382.2,1342.6,2.744,0.2215,0.7546,46.256,715.4,1.764,0,1.7052,12.544,0.8428,0.4312,8.1144,0.1568,180.32,0.98,N/A,49.784,0.3626,0.0059,49,Fast Food,Day 7,Supper - Pepperoni Pizza
